ontology	GO_id	description
BP	GO:0006048	UDP-N-acetylglucosamine biosynthetic process
BP	GO:0006050	mannosamine metabolic process
BP	GO:0006051	N-acetylmannosamine metabolic process
BP	GO:0006053	N-acetylmannosamine catabolic process
BP	GO:0006054	N-acetylneuraminate metabolic process
BP	GO:0006056	mannoprotein metabolic process
BP	GO:0006057	mannoprotein biosynthetic process
BP	GO:0006059	hexitol metabolic process
BP	GO:0006060	sorbitol metabolic process
BP	GO:0006061	sorbitol biosynthetic process
BP	GO:0006062	sorbitol catabolic process
BP	GO:0006063	uronic acid metabolic process
BP	GO:0006064	glucuronate catabolic process
BP	GO:0006065	UDP-glucuronate biosynthetic process
BP	GO:0006066	alcohol metabolic process
BP	GO:0006067	ethanol metabolic process
BP	GO:0006068	ethanol catabolic process
BP	GO:0006069	ethanol oxidation
BP	GO:0006071	glycerol metabolic process
BP	GO:0006072	glycerol-3-phosphate metabolic process
BP	GO:0006073	cellular glucan metabolic process
BP	GO:0006074	(1->3)-beta-D-glucan metabolic process
BP	GO:0006075	(1->3)-beta-D-glucan biosynthetic process
BP	GO:0006077	(1->6)-beta-D-glucan metabolic process
BP	GO:0006078	(1->6)-beta-D-glucan biosynthetic process
BP	GO:0006080	substituted mannan metabolic process
BP	GO:0006081	cellular aldehyde metabolic process
BP	GO:0006082	organic acid metabolic process
BP	GO:0006083	acetate metabolic process
BP	GO:0006084	acetyl-CoA metabolic process
BP	GO:0006085	acetyl-CoA biosynthetic process
BP	GO:0006086	acetyl-CoA biosynthetic process from pyruvate
BP	GO:0006089	lactate metabolic process
BP	GO:0006090	pyruvate metabolic process
BP	GO:0006091	generation of precursor metabolites and energy
BP	GO:0006094	gluconeogenesis
BP	GO:0006096	glycolytic process
BP	GO:0006097	glyoxylate cycle
BP	GO:0006098	pentose-phosphate shunt
BP	GO:0006099	tricarboxylic acid cycle
BP	GO:0006101	citrate metabolic process
BP	GO:0006102	isocitrate metabolic process
BP	GO:0006103	2-oxoglutarate metabolic process
BP	GO:0006104	succinyl-CoA metabolic process
BP	GO:0006105	succinate metabolic process
BP	GO:0006106	fumarate metabolic process
BP	GO:0006107	oxaloacetate metabolic process
BP	GO:0006108	malate metabolic process
BP	GO:0006109	regulation of carbohydrate metabolic process
BP	GO:0006110	regulation of glycolytic process
BP	GO:0006111	regulation of gluconeogenesis
BP	GO:0006112	energy reserve metabolic process
BP	GO:0006113	fermentation
BP	GO:0006114	glycerol biosynthetic process
BP	GO:0006115	ethanol biosynthetic process
BP	GO:0006116	NADH oxidation
BP	GO:0006117	acetaldehyde metabolic process
BP	GO:0006119	oxidative phosphorylation
BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone
BP	GO:0006121	mitochondrial electron transport, succinate to ubiquinone
BP	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
BP	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
BP	GO:0006124	ferredoxin metabolic process
BP	GO:0006127	glycerophosphate shuttle
BP	GO:0006139	nucleobase-containing compound metabolic process
BP	GO:0006140	regulation of nucleotide metabolic process
BP	GO:0006141	regulation of purine nucleobase metabolic process
BP	GO:0006142	regulation of pyrimidine nucleobase metabolic process
BP	GO:0006144	purine nucleobase metabolic process
BP	GO:0006145	purine nucleobase catabolic process
BP	GO:0006146	adenine catabolic process
BP	GO:0006147	guanine catabolic process
BP	GO:0006148	inosine catabolic process
BP	GO:0006149	deoxyinosine catabolic process
BP	GO:0006150	hypoxanthine oxidation
BP	GO:0006152	purine nucleoside catabolic process
BP	GO:0006154	adenosine catabolic process
BP	GO:0006161	deoxyguanosine catabolic process
BP	GO:0006163	purine nucleotide metabolic process
BP	GO:0006164	purine nucleotide biosynthetic process
BP	GO:0006165	nucleoside diphosphate phosphorylation
BP	GO:0006166	purine ribonucleoside salvage
BP	GO:0006167	AMP biosynthetic process
BP	GO:0006168	adenine salvage
BP	GO:0006170	dAMP biosynthetic process
BP	GO:0006171	cAMP biosynthetic process
BP	GO:0006172	ADP biosynthetic process
BP	GO:0006177	GMP biosynthetic process
BP	GO:0006178	guanine salvage
BP	GO:0006182	cGMP biosynthetic process
BP	GO:0006183	GTP biosynthetic process
BP	GO:0006186	dGDP phosphorylation
BP	GO:0006187	dGTP biosynthetic process from dGDP
BP	GO:0006188	IMP biosynthetic process
BP	GO:0006189	'de novo' IMP biosynthetic process
BP	GO:0006193	ITP catabolic process
BP	GO:0006195	purine nucleotide catabolic process
BP	GO:0006196	AMP catabolic process
BP	GO:0006198	cAMP catabolic process
BP	GO:0006203	dGTP catabolic process
BP	GO:0006204	IMP catabolic process
BP	GO:0006206	pyrimidine nucleobase metabolic process
BP	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process
BP	GO:0006208	pyrimidine nucleobase catabolic process
BP	GO:0006209	cytosine catabolic process
BP	GO:0006210	thymine catabolic process
BP	GO:0006212	uracil catabolic process
BP	GO:0006213	pyrimidine nucleoside metabolic process
BP	GO:0006216	cytidine catabolic process
BP	GO:0006217	deoxycytidine catabolic process
BP	GO:0006218	uridine catabolic process
BP	GO:0006220	pyrimidine nucleotide metabolic process
BP	GO:0006221	pyrimidine nucleotide biosynthetic process
BP	GO:0006222	UMP biosynthetic process
BP	GO:0006223	uracil salvage
BP	GO:0006225	UDP biosynthetic process
BP	GO:0006226	dUMP biosynthetic process
BP	GO:0006227	dUDP biosynthetic process
BP	GO:0006228	UTP biosynthetic process
BP	GO:0006229	dUTP biosynthetic process
BP	GO:0006231	dTMP biosynthetic process
BP	GO:0006233	dTDP biosynthetic process
BP	GO:0006235	dTTP biosynthetic process
BP	GO:0006240	dCDP biosynthetic process
BP	GO:0006241	CTP biosynthetic process
BP	GO:0006244	pyrimidine nucleotide catabolic process
BP	GO:0006253	dCTP catabolic process
BP	GO:0006259	DNA metabolic process
BP	GO:0006260	DNA replication
BP	GO:0006261	DNA-dependent DNA replication
BP	GO:0006264	mitochondrial DNA replication
BP	GO:0006265	DNA topological change
BP	GO:0006266	DNA ligation
BP	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
BP	GO:0006268	DNA unwinding involved in DNA replication
BP	GO:0006269	DNA replication, synthesis of RNA primer
BP	GO:0006270	DNA replication initiation
BP	GO:0006271	DNA strand elongation involved in DNA replication
BP	GO:0006273	lagging strand elongation
BP	GO:0006274	DNA replication termination
BP	GO:0006275	regulation of DNA replication
BP	GO:0006276	plasmid maintenance
BP	GO:0006278	RNA-dependent DNA biosynthetic process
BP	GO:0006281	DNA repair
BP	GO:0006282	regulation of DNA repair
BP	GO:0006283	transcription-coupled nucleotide-excision repair
BP	GO:0006284	base-excision repair
BP	GO:0006285	base-excision repair, AP site formation
BP	GO:0006288	base-excision repair, DNA ligation
BP	GO:0006289	nucleotide-excision repair
BP	GO:0006290	pyrimidine dimer repair
BP	GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion
BP	GO:0006298	mismatch repair
BP	GO:0006301	postreplication repair
BP	GO:0006302	double-strand break repair
BP	GO:0006303	double-strand break repair via nonhomologous end joining
BP	GO:0006304	DNA modification
BP	GO:0006305	DNA alkylation
BP	GO:0006306	DNA methylation
BP	GO:0006307	DNA dealkylation involved in DNA repair
BP	GO:0006308	DNA catabolic process
BP	GO:0006309	apoptotic DNA fragmentation
BP	GO:0006310	DNA recombination
BP	GO:0006312	mitotic recombination
BP	GO:0006313	transposition, DNA-mediated
BP	GO:0006314	intron homing
BP	GO:0006323	DNA packaging
BP	GO:0006325	chromatin organization
BP	GO:0006333	chromatin assembly or disassembly
BP	GO:0006334	nucleosome assembly
BP	GO:0006338	chromatin remodeling
BP	GO:0006342	chromatin silencing
BP	GO:0006348	chromatin silencing at telomere
BP	GO:0006351	transcription, DNA-templated
BP	GO:0006352	DNA-templated transcription, initiation
BP	GO:0006353	DNA-templated transcription, termination
BP	GO:0006354	DNA-templated transcription, elongation
BP	GO:0006355	regulation of transcription, DNA-templated
BP	GO:0006357	regulation of transcription by RNA polymerase II
BP	GO:0006360	transcription by RNA polymerase I
BP	GO:0006363	termination of RNA polymerase I transcription
BP	GO:0006364	rRNA processing
BP	GO:0006366	transcription by RNA polymerase II
BP	GO:0006367	transcription initiation from RNA polymerase II promoter
BP	GO:0006368	transcription elongation from RNA polymerase II promoter
BP	GO:0006369	termination of RNA polymerase II transcription
BP	GO:0006370	7-methylguanosine mRNA capping
BP	GO:0006376	mRNA splice site selection
BP	GO:0006378	mRNA polyadenylation
BP	GO:0006379	mRNA cleavage
BP	GO:0006382	adenosine to inosine editing
BP	GO:0006383	transcription by RNA polymerase III
BP	GO:0006384	transcription initiation from RNA polymerase III promoter
BP	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation
BP	GO:0006390	mitochondrial transcription
BP	GO:0006396	RNA processing
BP	GO:0006397	mRNA processing
BP	GO:0006399	tRNA metabolic process
BP	GO:0006400	tRNA modification
BP	GO:0006401	RNA catabolic process
BP	GO:0006402	mRNA catabolic process
BP	GO:0006403	RNA localization
BP	GO:0006405	RNA export from nucleus
BP	GO:0006406	mRNA export from nucleus
BP	GO:0006412	translation
BP	GO:0006413	translational initiation
BP	GO:0006414	translational elongation
BP	GO:0006415	translational termination
BP	GO:0006417	regulation of translation
BP	GO:0006418	tRNA aminoacylation for protein translation
BP	GO:0006419	alanyl-tRNA aminoacylation
BP	GO:0006420	arginyl-tRNA aminoacylation
BP	GO:0006421	asparaginyl-tRNA aminoacylation
BP	GO:0006422	aspartyl-tRNA aminoacylation
BP	GO:0006423	cysteinyl-tRNA aminoacylation
BP	GO:0006424	glutamyl-tRNA aminoacylation
BP	GO:0006425	glutaminyl-tRNA aminoacylation
BP	GO:0006426	glycyl-tRNA aminoacylation
BP	GO:0006427	histidyl-tRNA aminoacylation
BP	GO:0006428	isoleucyl-tRNA aminoacylation
BP	GO:0006429	leucyl-tRNA aminoacylation
BP	GO:0006430	lysyl-tRNA aminoacylation
BP	GO:0006431	methionyl-tRNA aminoacylation
BP	GO:0006432	phenylalanyl-tRNA aminoacylation
BP	GO:0006433	prolyl-tRNA aminoacylation
BP	GO:0006434	seryl-tRNA aminoacylation
BP	GO:0006435	threonyl-tRNA aminoacylation
BP	GO:0006436	tryptophanyl-tRNA aminoacylation
BP	GO:0006437	tyrosyl-tRNA aminoacylation
BP	GO:0006438	valyl-tRNA aminoacylation
BP	GO:0006446	regulation of translational initiation
BP	GO:0006448	regulation of translational elongation
BP	GO:0006449	regulation of translational termination
BP	GO:0006450	regulation of translational fidelity
BP	GO:0006451	translational readthrough
BP	GO:0006452	translational frameshifting
BP	GO:0006457	protein folding
BP	GO:0006458	'de novo' protein folding
BP	GO:0006464	cellular protein modification process
BP	GO:0006465	signal peptide processing
BP	GO:0006468	protein phosphorylation
BP	GO:0006469	negative regulation of protein kinase activity
BP	GO:0006470	protein dephosphorylation
BP	GO:0006471	protein ADP-ribosylation
BP	GO:0006473	protein acetylation
BP	GO:0006474	N-terminal protein amino acid acetylation
BP	GO:0006475	internal protein amino acid acetylation
BP	GO:0006476	protein deacetylation
BP	GO:0006477	protein sulfation
BP	GO:0006478	peptidyl-tyrosine sulfation
BP	GO:0006479	protein methylation
BP	GO:0006480	N-terminal protein amino acid methylation
BP	GO:0006481	C-terminal protein methylation
BP	GO:0006482	protein demethylation
BP	GO:0006486	protein glycosylation
BP	GO:0006487	protein N-linked glycosylation
BP	GO:0006488	dolichol-linked oligosaccharide biosynthetic process
BP	GO:0006490	oligosaccharide-lipid intermediate biosynthetic process
BP	GO:0006493	protein O-linked glycosylation
BP	GO:0006497	protein lipidation
BP	GO:0006505	GPI anchor metabolic process
BP	GO:0006506	GPI anchor biosynthetic process
BP	GO:0006507	GPI anchor release
BP	GO:0006508	proteolysis
BP	GO:0006511	ubiquitin-dependent protein catabolic process
BP	GO:0006513	protein monoubiquitination
BP	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
BP	GO:0006516	glycoprotein catabolic process
BP	GO:0006517	protein deglycosylation
BP	GO:0006518	peptide metabolic process
BP	GO:0006520	cellular amino acid metabolic process
BP	GO:0006521	regulation of cellular amino acid metabolic process
BP	GO:0006522	alanine metabolic process
BP	GO:0006523	alanine biosynthetic process
BP	GO:0006524	alanine catabolic process
BP	GO:0006525	arginine metabolic process
BP	GO:0006526	arginine biosynthetic process
BP	GO:0006527	arginine catabolic process
BP	GO:0006528	asparagine metabolic process
BP	GO:0006529	asparagine biosynthetic process
BP	GO:0006530	asparagine catabolic process
BP	GO:0006531	aspartate metabolic process
BP	GO:0006532	aspartate biosynthetic process
BP	GO:0006533	aspartate catabolic process
BP	GO:0006534	cysteine metabolic process
BP	GO:0006535	cysteine biosynthetic process from serine
BP	GO:0006536	glutamate metabolic process
BP	GO:0006537	glutamate biosynthetic process
BP	GO:0006538	glutamate catabolic process
BP	GO:0006540	glutamate decarboxylation to succinate
BP	GO:0006541	glutamine metabolic process
BP	GO:0006542	glutamine biosynthetic process
BP	GO:0006543	glutamine catabolic process
BP	GO:0006544	glycine metabolic process
BP	GO:0006545	glycine biosynthetic process
BP	GO:0006546	glycine catabolic process
BP	GO:0006547	histidine metabolic process
BP	GO:0006548	histidine catabolic process
BP	GO:0006549	isoleucine metabolic process
BP	GO:0006550	isoleucine catabolic process
BP	GO:0006551	leucine metabolic process
BP	GO:0006552	leucine catabolic process
BP	GO:0006553	lysine metabolic process
BP	GO:0006554	lysine catabolic process
BP	GO:0006555	methionine metabolic process
BP	GO:0006556	S-adenosylmethionine biosynthetic process
BP	GO:0006557	S-adenosylmethioninamine biosynthetic process
BP	GO:0006558	L-phenylalanine metabolic process
BP	GO:0006559	L-phenylalanine catabolic process
BP	GO:0006560	proline metabolic process
BP	GO:0006561	proline biosynthetic process
BP	GO:0006562	proline catabolic process
BP	GO:0006563	L-serine metabolic process
BP	GO:0006564	L-serine biosynthetic process
BP	GO:0006565	L-serine catabolic process
BP	GO:0006566	threonine metabolic process
BP	GO:0006567	threonine catabolic process
BP	GO:0006568	tryptophan metabolic process
BP	GO:0006569	tryptophan catabolic process
BP	GO:0006570	tyrosine metabolic process
